,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Code,District Code,School Code,Charter Number,Charter Fund Type,Local Educational Agency,District Type,"County Office of Education LCFF State Aid 
(0000-8011)
A-1","School District LCFF State Aid
 (0000-8011)
A-2","Charter School LCFF State Aid
 (0000-8011)
A-3","School District Basic Aid ""Choice""
 (0000-8011)
A-4","School District Basic Aid Court-Ordered Voluntary Pupil Transfer 
(0000-8011)
A-5","School District Basic Aid Open Enrollment 
(0000-8011)
A-6","School District Basic Aid Supplement Charter School Adjustment 
(0000-8011)
A-7","Adults in Correctional Facilities 
(6015-8311)
A-8","Special Education 
AB 602
(6500-8311)
A-9","Special Education
Infants 0-2 
(6510-8311)
A-10","Special Education
Mental Health Services
(6546-8590)
A-11","Special Education
Early Intervention Preschool Grant
(6547-8590)
A-12","Expanded Learning Opportunities Program
(2600-8590)
A-13","Transfer of Funds for County Served District Funded ADA
(0000-7142 for districts and 0000-8710 for COEs)
A-14","Other State Aid (Ch.44/2021, Ch.48/2023, and 38/2024) (7810-8590)
A-15","Home-to-School Transportation Reimbursement
(0000-8590)
A-16","Proposition 28: Arts and Music In Schools (6770-8590)
A-17","LCFF Equity Multiplier (7399-8590)
A-18","Student Support and Enrichment Block Grant (6018-8590) 
A-19","New or Expanding Charter Advance Payments 
(0000-8011)
A-20","School District Advance Payments of In-lieu of Property Tax Transfers for New or Expanding Charter Schools 
(0000-8011)
A-21","Amount Charter Overpaid
A-22","PY Amount Charter Overpaid
A-23","Adjustments and PY Recomputations
A-24","Total Principal Apportionment
(Sum of A-1 through A-24)
B-1","EPA Entitlement
(1400-8012)
C-1","Total of LCFF State Aid and EPA Entitlement
(A-1 + A-2 + A-3 + C-1)
D-1",Payment Type,Notes
30,66464,0106765,0664,D,California Connections Academy Southern California,UNIFIED, - , - ," 9,946,680 ", - , - , - , - , - , - , - ," 314,604 ", - , - , - , - , - ," 768,170 ", - , - , - , - , - , - ," 477,509 "," 11,506,963 "," 761,538 "," 10,708,218 ", 1 , - 
30,66464,0123729,1274,D,Community Roots Academy,UNIFIED, - , - ," 549,774 ", - , - , - , - , - , - , - ," 61,994 ", - ," 117,773 ", - , - , - ," 90,965 ", - , - , - , - , - , - ," 74,696 "," 895,202 "," 150,064 "," 699,838 ", 1 , - 
30,66464,0124743,1324,D,Oxford Preparatory Academy - South Orange County,UNIFIED, - , - ," 864,151 ", - , - , - , - , - , - , - ," 55,059 ", - ," 186,015 ", - , - , - ," 77,324 ", - , - , - , - , - , - ," 59,958 "," 1,242,507 "," 133,278 "," 997,429 ", 1 , - 
30,66464,0140061,2084,D,OCASA College Prep,UNIFIED, - , - ," 116,830 ", - , - , - , - , - , - , - ," 6,502 ", - ," 50,000 ", - , - , - ," 14,197 ", - , - , - , - , - , - ," 5,999 "," 193,528 "," 15,738 "," 132,568 ", 1 , - 
30,66464,6117758,0294,D,Journey,UNIFIED, - , - ," 813,623 ", - , - , - , - , - , - , - ," 48,220 ", - ," 154,287 ", - , - , - ," 72,740 ", - , - , - , - , - , - ," 50,536 "," 1,139,406 "," 116,722 "," 930,345 ", 1 , - 
30,66464,6120356,0463,D,Opportunities for Learning - Capistrano,UNIFIED, - , - ," 947,876 ", - , - , - , - , - , - , - ," 22,307 ", - , - , - , - , - ," 23,155 ", - , - , - , - , - , - ," 26,940 "," 1,020,278 "," 53,996 "," 1,001,872 ", 1 , - 
30,66472,0000000,N/A,N/A,Centralia Elementary,ELEMENTARY, - ," 24,563,284 ", - , - , - , - , - , - ," 3,382,733 ", - ," 314,509 "," 323,356 "," 4,253,975 "," (87,550)", - ," 369,560 "," 663,459 ", - , - , - , - , - , - ," 102,749 "," 33,886,075 "," 765,380 "," 25,328,664 ", 1 , - 
30,66480,0000000,N/A,N/A,Cypress Elementary,ELEMENTARY, - ," 8,763,427 ", - , - , - , - , - , - ," 2,834,182 ", - ," 260,618 "," 312,578 "," 2,509,186 "," (127,511)", - ," 96,161 "," 472,170 ", - , - , - , - , - , - ," 372,470 "," 15,493,281 "," 650,408 "," 9,413,835 ", 1 , - 
30,66498,0000000,N/A,N/A,Fountain Valley Elementary,ELEMENTARY, - ," 24,491,936 ", - , - , - , - , - , - , - ," 425,940 "," 481,039 "," 388,028 "," 2,076,637 "," (111,966)", - ," 391,002 "," 772,297 ", - , - , - , - , - , - ," 413,161 "," 29,328,074 "," 1,166,406 "," 25,658,342 ", 1 , - 
30,66506,0000000,N/A,N/A,Fullerton Elementary,ELEMENTARY, - ," 64,268,072 ", - , - , - , - , - , - , - , - ," 894,627 "," 803,001 "," 8,022,737 "," (213,528)", - ," 768,676 "," 1,728,941 ", - , - , - , - , - , - ," 10,708 "," 76,283,234 "," 2,226,049 "," 66,494,121 ", 1 , - 
30,66514,0000000,N/A,N/A,Fullerton Joint Union High,HIGH, - ," 76,934,002 ", - , - , - , - , - , - , - , - ," 997,729 ", - , - ," (1,652,028)", - ," 1,273,712 "," 1,909,463 "," 847,964 ", - , - , - , - , - ," 6,395 "," 80,317,237 "," 2,510,830 "," 79,444,832 ", 1 , - 
30,66522,0000000,N/A,N/A,Garden Grove Unified,UNIFIED, - ," 304,017,879 ", - , - , - , - , - , - ," 34,144,048 ", - ," 2,904,613 "," 1,789,238 "," 39,408,934 "," (15,304,604)", - ," 8,423,366 "," 6,387,594 "," 284,533 ", - , - , - , - , - ," 2,180,889 "," 384,236,490 "," 54,641,244 "," 358,659,123 ", 1 , - 
30,66530,0000000,N/A,N/A,Huntington Beach City Elementary,ELEMENTARY, - ," 4,493,955 ", - , - , - , - ," 1,210,048 ", - , - , - ," 361,204 "," 301,799 "," 1,487,617 "," (105,128)", - ," 183,091 "," 613,414 ", - , - , - , - , - , - , 329 ," 8,546,329 "," 906,570 "," 5,400,525 ", 1 , - 
30,66530,0134221,1812,D,Kinetic Academy,ELEMENTARY, - , - ," 234,777 ", - , - , - , - , - , - , - ," 28,631 ", - ," 134,009 ", - , - , - ," 44,879 ", - , - , - , - , - , - ," 34,026 "," 476,322 "," 69,304 "," 304,081 ", 1 , - 
30,66548,0000000,N/A,N/A,Huntington Beach Union High,HIGH, - ," 36,560,441 ", - , - , - , - , - , - ," 36,274,983 ", - ," 1,093,871 ", - , - ," (7,355,873)", - ," 2,278,637 "," 2,057,185 "," 381,255 ", - , - , - , - , - ," 1,052,293 "," 72,342,792 "," 2,858,856 "," 39,419,297 ", 1 , - 
30,66555,0000000,N/A,N/A,Laguna Beach Unified,UNIFIED, - ," 548,204 ", - , - , - , - , - , - , - , - ," 181,569 "," 70,061 "," 346,631 "," (109,967)", - ," 947,246 "," 288,311 ", - , - , - , - , - , - , 969 ," 2,273,024 "," 469,940 "," 1,018,144 ", 2 , - 
30,66563,0000000,N/A,N/A,La Habra City Elementary,ELEMENTARY, - ," 31,773,564 ", - , - , - , - , - , - , - , - ," 333,961 "," 425,752 "," 7,023,216 "," (120,251)", - ," 305,795 "," 722,728 ", - , - , - , - , - , - ," (2,114)"," 40,462,651 "," 848,145 "," 32,621,709 ", 1 , - 
30,66589,0000000,N/A,N/A,Magnolia Elementary,ELEMENTARY, - ," 37,529,435 ", - , - , - , - , - , - ," 4,159,847 ", - ," 370,801 "," 414,974 "," 10,851,709 "," (255,180)", - ," 353,658 "," 873,724 ", - , - , - , - , - , - ," 88,359 "," 54,387,327 "," 5,724,660 "," 43,254,095 ", 1 , - 
30,66597,0000000,N/A,N/A,Newport-Mesa Unified,UNIFIED, - ," 7,634,726 ", - , - , - , - ," 63,992 ", - ," 16,243,070 ", - ," 1,374,734 "," 932,344 "," 6,522,683 "," (422,121)", - ," 3,136,267 "," 2,656,485 "," 241,336 ", - , - , - , - , - ," 233,626 "," 38,617,142 "," 3,359,272 "," 10,993,998 ", 1 , - 
30,66613,0000000,N/A,N/A,Ocean View,ELEMENTARY, - ," 22,662,174 ", - , - , - , - , - , - , - , - ," 517,374 "," 431,142 "," 4,526,299 "," (75,885)", - ," 887,416 "," 998,554 ", - , - , - , - , - , - ," 296,314 "," 30,243,388 "," 1,295,602 "," 23,957,776 ", 1 , - 
30,66621,0000000,N/A,N/A,Orange Unified,UNIFIED, - ," 83,115,559 ", - , - , - , - , - , - ," 21,782,770 ", - ," 1,780,620 "," 1,061,686 "," 10,837,836 "," (1,163,975)", - ," 3,810,483 "," 3,559,572 "," 325,677 ", - , - , - , - , - ," 1,997,000 "," 127,107,228 "," 4,461,560 "," 87,577,119 ", 1 , - 
30,66621,6085328,0066,D,Santiago Middle,UNIFIED, - , - ," 3,886,461 ", - , - , - , - , - , - , - ," 89,075 ", - , - , - , - , - ," 172,588 ", - , - , - , - , - , - ," 85,056 "," 4,233,180 "," 215,616 "," 4,102,077 ", 1 , - 
30,66621,6094874,0445,L,El Rancho Charter,UNIFIED, - , - ," 2,560,989 ", - , - , - , - , - , - , - ," 91,352 ", - , - , - , - , - ," 144,042 ", - , - , - , - , - , - ," 93,943 "," 2,890,326 "," 221,128 "," 2,782,117 ", 1 , - 
30,66647,0000000,N/A,N/A,Placentia-Yorba Linda Unified,UNIFIED, - ," 109,510,671 ", - , - , - , - , - , - ," 26,495,358 ", - ," 1,735,557 "," 1,228,754 "," 8,131,351 "," (14,186,668)", - ," 4,024,570 "," 3,138,225 "," 210,348 ", - , - ," (151,902)", - , - ," 1,708,544 "," 141,844,808 "," 4,583,064 "," 114,093,735 ", 1 , - 
30,66647,6068621,2148,L,Orange County School of Computer Science,UNIFED, - , - ," 3,285,429 ", - , - , - , - , - , - , - ," 59,313 ", - , - , - , - , - ," 74,145 ", - , - , - , - , - , - , - ," 3,418,887 "," 143,574 "," 3,429,003 ", 1 , - 
30,66670,0000000,N/A,N/A,Santa Ana Unified,UNIFIED, - ," 319,591,441 ", - , - , - , - , - , - ," 36,148,765 "," 536,489 "," 2,787,997 "," 2,236,547 "," 40,325,685 "," (1,972,744)", - ," 6,417,002 "," 6,385,545 "," 1,176,631 ", - , - , - , - , - ," 2,804,570 "," 416,437,928 "," 71,659,037 "," 391,250,478 ", 1 , - 
30,66670,0101626,0578,D,Edward B. Cole Academy,UNIFIED, - , - ," 3,495,146 ", - , - , - , - , - , - , - ," 33,376 ", - ," 1,057,629 ", - , - , - ," 73,628 ", - , - , - , - , - , - ," 13,836 "," 4,673,615 "," 789,219 "," 4,284,365 ", 1 , - 
30,66670,0106567,0632,D,Nova Academy Early College High,UNIFIED, - , - ," 2,734,657 ", - , - , - , - , - , - , - ," 21,956 ", - , - , - , - , - ," 49,668 ", - , - , - , - , - , - ," 8,800 "," 2,815,081 "," 626,329 "," 3,360,986 ", 1 , - 
30,66670,0109066,0701,D,Orange County Educational Arts Academy,UNIFIED, - , - ," 4,175,615 ", - , - , - , - , - , - , - ," 50,238 ", - ," 1,037,320 ", - , - , - ," 94,160 ", - , - , - , - , - , - ," 20,379 "," 5,377,712 "," 1,203,507 "," 5,379,122 ", 1 , - 
30,66670,0135897,1765,L,Advanced Learning Academy,UNIFIED, - , - ," 3,608,891 ", - , - , - , - , - , - , - ," 27,738 ", - ," 266,085 ", - , - , - ," 60,081 ", - , - , - , - , - , - ," 19,702 "," 3,982,497 "," 67,142 "," 3,676,033 ", 1 , - 
30,66670,6119127,0365,D,El Sol Santa Ana Science and Arts Academy,UNIFIED, - , - ," 5,610,795 ", - , - , - , - , - , - , - ," 77,761 ", - ," 760,442 ", - , - , - ," 141,046 ", - , - , - , - , - , - ," 30,867 "," 6,620,911 "," 1,853,130 "," 7,463,925 ", 1 , - 
30,66696,0000000,N/A,N/A,Savanna Elementary,ELEMENTARY, - ," 12,770,479 ", - , - , - , - , - , - ," 1,462,803 ", - ," 132,299 "," 167,067 "," 3,794,590 "," (74,053)", - ," 264,932 "," 296,624 ", - , - , - , - , - , - ," 13,119 "," 18,827,860 "," 340,302 "," 13,110,781 ", 1 , - 
30,66746,0000000,N/A,N/A,Westminster,ELEMENTARY, - ," 55,393,903 ", - , - , - , - , - , - , - , - ," 617,067 "," 533,538 "," 12,524,414 "," (188,903)", - ," 477,706 "," 1,324,774 ", - , - , - , - , - , - ," 284,898 "," 70,967,397 "," 12,213,888 "," 67,607,791 ", 1 , - 
30,73635,0000000,N/A,N/A,Saddleback Valley Unified,UNIFIED, - ," 49,266,913 ", - , - , - , - , - , - ," 23,417,968 "," 226,731 "," 1,788,306 "," 1,137,136 "," 7,596,005 "," (6,910,121)", - ," 1,992,412 "," 3,285,865 "," 336,181 ", - , - , - , - , - ," 2,553,158 "," 84,690,554 "," 4,602,468 "," 53,869,381 ", 1 , - 
30,73643,0000000,N/A,N/A,Tustin Unified,UNIFIED, - ," 69,345,666 ", - , - , - , - , - , - ," 21,078,512 ", - ," 1,690,158 "," 921,565 "," 7,536,297 "," (5,470,183)", - ," 3,769,730 "," 3,183,288 "," 225,372 ", - , - , - , - , - ," 1,493,468 "," 103,773,873 "," 4,239,038 "," 73,584,704 ", 1 , - 
30,73650,0000000,N/A,N/A,Irvine Unified,UNIFIED, - ," 35,427,471 ", - , - , - , - , - , - ," 31,436,352 ", - ," 3,015,449 "," 1,363,486 "," 9,031,997 "," (699,276)", - ," 3,201,879 "," 4,682,268 "," 119,260 ", - , - ," (142,809)", - , - ," 3,725,672 "," 91,161,749 "," 7,310,100 "," 42,737,571 ", 1 , - 
30,73650,0142232,2140,D,Irvine Chinese Immersion Academy,UNIFIED, - , - ," 1,075,975 ", - , - , - , - , - , - , - ," 36,339 ", - ," 108,272 ", - , - , - ," 25,956 ", - , - ," (21,458)", - , - , - ," 22,313 "," 1,247,397 "," 87,962 "," 1,163,937 ", 1 , - 
30,73924,0000000,N/A,N/A,Los Alamitos Unified,UNIFIED, - ," 36,229,377 ", - , - , - , - , - , - ," 7,679,718 ", - ," 696,605 "," 533,538 "," 1,210,425 "," (560,079)", - ," 470,971 "," 1,073,142 ", - , - , - , - , - , - ," 61,572 "," 47,395,269 "," 1,738,646 "," 37,968,023 ", 1 , - 
30,76893,0130765,1686,D,Magnolia Science Academy - Santa Ana,UNIFIED, - , - ," 7,508,289 ", - , - , - , - , - , - , - ," 41,381 ", - ," 552,829 ", - , - , - ," 83,800 ", - , - , - , - , - , - , 331 ," 8,186,630 "," 100,168 "," 7,608,457 ", 1 , - 
31,10314,0000000,N/A,N/A,Placer Co. Office of Education,CO OFFICE," 3,248,916 ", - , - , - , - , - , - , - ," 44,106,590 "," 1,058,058 "," 10,580 ", - , - , - , - ," 3,620 "," 84,860 "," 120,199 "," 166,800 ", - , - , - , - ," (505,707)"," 48,293,916 "," 11,120 "," 3,260,036 ", 1 , - 
31,10314,0126904,1432,L,Placer County Pathways Charter,CO OFFICE, - , - ," 1,045,952 ", - , - , - , - , - , - , - ," 26,881 ", - , - , - , - , - ," 43,183 ", - , - , - , - , - ," (38,905)"," (27,727)"," 1,049,384 "," 59,006 "," 1,104,958 ", 1 , - 
31,66761,0000000,N/A,N/A,Ackerman Charter,ELEMENTARY, - ," 3,263,459 ", - , - , - , - , - , - , - , - ," 47,993 "," 5,389 "," 207,197 ", - , - , - ," 80,186 ", - , - , - , - , - , - ," (108,083)"," 3,496,141 "," 1,134,389 "," 4,397,848 ", 1 , - 
31,66779,0000000,N/A,N/A,Alta-Dutch Flat Union Elementary,ELEMENTARY, - ," 680,330 ", - , - , - , - , - , - , - , - ," 7,787 "," 5,389 "," 50,000 ", - , - ," 11,043 "," 11,107 ", - , - , - , - , - , - ," (3,001)"," 762,655 "," 18,850 "," 699,180 ", 1 , - 
31,66787,0000000,N/A,N/A,Auburn Union Elementary,ELEMENTARY, - ," 4,335,623 ", - , - , - , - , - , - , - , - ," 105,886 "," 123,953 "," 943,760 ", - , - , - ," 228,036 ", - , - , - , - , - , - ," (416,952)"," 5,320,306 "," 274,062 "," 4,609,685 ", 1 , - 
31,66787,0126664,1429,L,Alta Vista Community Charter,ELEMENTARY, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," (17,519)"," 17,519 ", - , - , - , 1 , * 
31,66795,0000000,N/A,N/A,Colfax Elementary,ELEMENTARY, - ," 1,596,849 ", - , - , - , - , - , - , - , - ," 26,137 "," 43,114 "," 166,536 ", - , - ," 3,341 "," 47,418 ", - , - , - , - , - , - , - ," 1,883,395 "," 64,446 "," 1,661,295 ", 1 , - 
31,66803,0000000,N/A,N/A,Dry Creek Joint Elementary,ELEMENTARY, - ," 37,359,513 ", - , - , - , - , - , - , - , - ," 534,331 "," 409,585 "," 3,654,043 ", - , - ," 590,200 "," 954,426 ", - , - , - , - , - , - ," (911,737)"," 42,590,361 "," 12,518,604 "," 49,878,117 ", 1 , - 
31,66829,0000000,N/A,N/A,Eureka Union,ELEMENTARY, - ," 15,398,011 ", - , - , - , - , - , - , - , - ," 276,163 "," 172,457 "," 661,365 ", - , - ," 267,223 "," 393,935 ", - , - , - , - , - , - ," 3,579 "," 17,172,733 "," 2,974,001 "," 18,372,012 ", 1 , - 
31,66837,0000000,N/A,N/A,Foresthill Union Elementary,ELEMENTARY, - ," 2,423,572 ", - , - , - , - , - , - , - , - ," 36,672 "," 32,336 "," 227,662 ", - , - , - ," 65,700 ", - , - , - , - , - , - ," 1,940 "," 2,787,882 "," 501,288 "," 2,924,860 ", 2 , - 
31,66845,0000000,N/A,N/A,Loomis Union Elementary,ELEMENTARY, - ," 10,453,936 ", - , - , - , - , - , - , - , - ," 185,599 "," 150,900 "," 443,035 ", - , - , - ," 287,006 ", - , - , - , - , - , - , 171 ," 11,520,647 "," 728,317 "," 11,182,253 ", 1 , - 
31,66845,0117150,0979,L,Loomis Basin Charter,ELEMENTARY, - , - ," 1,995,639 ", - , - , - , - , - , - , - ," 40,463 ", - ," 50,000 ", - , - , - ," 56,819 ", - , - , - , - , - , - , - ," 2,142,921 "," 272,432 "," 2,268,071 ", 1 , - 
31,66852,0000000,N/A,N/A,Newcastle Elementary,ELEMENTARY, - ," 1,451,914 ", - , - , - , - , - , - , - , - ," 13,335 "," 16,168 "," 50,000 ", - , - , - ," 21,059 ", - , - , - , - , - , - ," (18,618)"," 1,533,858 "," 312,302 "," 1,764,216 ", 1 , - 
31,66852,0109827,0727,L,Newcastle Charter,ELEMENTARY, - , - ," 2,744,288 ", - , - , - , - , - , - , - ," 26,621 ", - ," 108,242 ", - , - , - ," 44,554 ", - , - , - , - , - , - ," (10,367)"," 2,913,338 "," 637,459 "," 3,381,747 ", 1 , - 
31,66852,0120105,1102,D,Creekside Charter,ELEMENTARY, - , - ," 1,893,374 ", - , - , - , - , - , - , - ," 19,023 ", - , - , - , - , - ," 25,583 ", - , - , - , - , - , - ," (7,443)"," 1,930,537 "," 451,496 "," 2,344,870 ", 1 , - 
31,66852,0121608,1179,D,Harvest Ridge Cooperative Charter,ELEMENTARY, - , - ," 2,897,694 ", - , - , - , - , - , - , - ," 28,753 ", - , - , - , - , - ," 37,344 ", - , - , - , - , - , - ," (10,165)"," 2,953,626 "," 684,935 "," 3,582,629 ", 1 , - 
31,66852,0127928,1528,D,Rocklin Academy Gateway,ELEMENTARY, - , - ," 11,039,950 ", - , - , - , - , - , - , - ," 87,444 ", - ," 263,768 ", - , - , - ," 126,838 ", - , - , - , - , - , - ," (30,543)"," 11,487,457 "," 211,670 "," 11,251,620 ", 1 , - 
31,66886,0000000,N/A,N/A,Placer Hills Union Elementary,ELEMENTARY, - ," 1,506,688 ", - , - , - , - , - , - , - , - ," 59,119 "," 70,061 "," 271,483 ", - , - , - ," 99,548 ", - , - , - , - , - , - ," (98,044)"," 1,908,855 "," 144,110 "," 1,650,798 ", 1 , - 
31,66894,0000000,N/A,N/A,Placer Union High,HIGH, - ," 10,999,134 ", - , - , - , - , - ," 286,484 ", - , - ," 298,106 ", - , - , - , - , - ," 478,125 ", - , - , - , - , - , - ," (676,030)"," 11,385,819 "," 728,926 "," 11,728,060 ", 1 , - 
31,66894,0138081,1976,D,Maidu Virtual Charter Academy,HIGH, - , - ," 335,331 ", - , - , - , - , - , - , - ," 8,814 ", - , - , - , - , - ," 15,416 ", - , - , - , - , - , - ," (9,154)"," 350,407 "," 21,336 "," 356,667 ", 1 , - 
31,66910,0000000,N/A,N/A,Roseville City Elementary,ELEMENTARY, - ," 61,129,346 ", - , - , - , - , - , - , - , - ," 974,689 "," 926,955 "," 6,863,981 ", - , - ," 1,170,787 "," 1,863,825 ", - , - , - , - , - , - , 625 ," 72,930,208 "," 14,668,013 "," 75,797,359 ", 1 , - 
31,66928,0000000,N/A,N/A,Roseville Joint Union High,HIGH, - ," 55,143,066 ", - , - , - , - , - , - , - , - ," 867,342 ", - , - , - , - ," 940,267 "," 1,480,506 ", - , - , - , - , - , - ," (12,688)"," 58,418,493 "," 7,508,826 "," 62,651,892 ", 1 , - 
31,66928,0121418,2061,D,John Adams Academy - Roseville,HIGH, - , - ," 6,928,081 ", - , - , - , - , - , - , - ," 130,014 ", - ," 518,816 ", - , - , - ," 228,228 ", - , - , - , - , - , - ," (124,959)"," 7,680,180 "," 314,714 "," 7,242,795 ", 1 , - 
31,66928,0141622,2128,D,New Pacific School - Roseville,HIGH, - , - ," 833,497 ", - , - , - , - , - , - , - ," 15,166 ", - ," 117,688 ", - , - , - ," 23,801 ", - , - , - , - , - , - ," (10,599)"," 979,553 "," 36,712 "," 870,209 ", 1 , - 
31,66944,0000000,N/A,N/A,Tahoe-Truckee Unified,UNIFIED, - ," 1,906,330 ", - , - , - , - , - , - , - , - ," 302,735 "," 253,296 "," 975,455 ", - , - ," 1,178,543 "," 519,557 ", - , - , - , - , - , - , - ," 5,135,916 "," 735,892 "," 2,642,222 ", 2 , - 
31,66944,0121624,1180,D,Sierra Expeditionary Learning,UNIFIED, - , - ," 117,263 ", - , - , - , - , - , - , - ," 17,627 ", - ," 69,439 ", - , - , - ," 26,715 ", - , - , - , - , - , - , - ," 231,044 "," 42,668 "," 159,931 ", 1 , - 
31,66951,0000000,N/A,N/A,Western Placer Unified,UNIFIED, - ," 37,060,878 ", - , - , - , - , - , - , - , - ," 629,765 "," 447,309 "," 2,025,334 ", - , - ," 825,396 "," 1,035,823 ", - , - , - , - , - , - ," (1,405,555)"," 40,618,950 "," 1,527,350 "," 38,588,228 ", 1 , - 
31,66951,0135871,1715,D,John Adams Academy - Lincoln,UNIFIED, - , - ," 5,832,412 ", - , - , - , - , - , - , - ," 107,148 ", - ," 278,737 ", - , - , - ," 173,700 ", - , - , - , - , - , - ," (81,734)"," 6,310,263 "," 259,364 "," 6,091,776 ", 1 , - 
31,66951,3130168,0015,D,Horizon Charter,UNIFIED, - , - ," 8,736,622 ", - , - , - , - , - , - , - ," 141,765 ", - , - , - , - , - ," 232,429 ", - , - , - , - , - , - ," 12,756 "," 9,123,572 "," 1,425,487 "," 10,162,109 ", 1 , - 
31,75085,0000000,N/A,N/A,Rocklin Unified,UNIFIED, - ," 54,349,152 ", - , - , - , - , - , - , - , - ," 922,198 "," 511,981 "," 1,864,244 ", - , - ," 1,019,639 "," 1,436,038 ", - , - , - , - , - , - ," (2,405,218)"," 57,698,034 "," 22,576,624 "," 76,925,776 ", 1 , - 
31,75085,0117879,1042,D,Maria Montessori Charter Academy,UNIFIED, - , - ," 1,147,828 ", - , - , - , - , - , - , - ," 22,734 ", - ," 51,669 ", - , - , - ," 30,981 ", - , - , - , - , - , - ," (29,007)"," 1,224,205 "," 542,791 "," 1,690,619 ", 1 , - 
31,75085,0119487,1071,D,Western Sierra Collegiate Academy,UNIFIED, - , - ," 3,870,568 ", - , - , - , - , - , - , - ," 61,321 ", - , - , - , - , - ," 90,794 ", - , - , - , - , - , - ," (82,725)"," 3,939,958 "," 1,606,875 "," 5,477,443 ", 1 , - 
31,75085,6118392,0308,D,Rocklin Academy,UNIFIED, - , - ," 2,356,013 ", - , - , - , - , - , - , - ," 44,674 ", - ," 192,685 ", - , - , - ," 65,367 ", - , - , - , - , - , - ," (58,639)"," 2,600,100 "," 1,060,338 "," 3,416,351 ", 1 , - 
32,10322,0000000,N/A,N/A,Plumas Co. Office of Education,CO OFFICE," 1,945,683 ", - , - , - , - , - , - , - , - , - ," 1,010 ", - , - ," 165,953 ", - , - ," 2,204 ", - , - , - , - , - , - ," (11,400)"," 2,103,450 "," 238,388 "," 2,184,071 ", 1 , - 
32,66969,0000000,N/A,N/A,Plumas Unified,UNIFIED, - ," 1,389,346 ", - , - , - , - ," 78,432 ", - ," 1,759,498 ", - ," 126,011 "," 123,953 "," 781,643 "," (165,953)", - ," 19,830 "," 254,843 "," 50,535 ", - , - , - , - , - ," 298,421 "," 4,716,559 "," 312,202 "," 1,701,548 ", 3 , - 
32,66969,3230083,0146,D,Plumas Charter,UNIFIED, - , - ," 330,146 ", - , - , - , - , - , - , - ," 27,134 ", - , - , - , - , - ," 51,900 ", - , - , - , - , - , - , - ," 409,180 "," 65,680 "," 395,826 ", 1 , - 
33,10330,0000000,N/A,N/A,Riverside Co. Office of Education,CO OFFICE," 21,504,469 ", - , - , - , - , - , - , - , - ," 2,317,706 "," 68,283 ", - , - ," 9,122,962 ", - ," 1,382 "," 289,771 "," 981,309 "," 772,170 ", - , - , - , - ," 4,647 "," 35,062,699 "," 51,478 "," 21,555,947 ", 1 , - 
33,10330,0110833,0753,D,River Springs Charter,CO OFFICE, - , - ," 79,944,165 ", - , - , - , - , - , - , - ," 622,115 ", - ," 1,665,124 ", - , - , - ," 1,134,566 ", - , - , - , - , - , - ," (26,090)"," 83,339,880 "," 15,400,502 "," 95,344,667 ", 1 , - 
33,10330,0125237,1366,D,Leadership Military Academy,CO OFFICE, - , - ," 1,270,918 ", - , - , - , - , - , - , - ," 8,766 ", - , - , - , - , - ," 21,789 "," 153,065 ", - , - , - , - , - ," (13,457)"," 1,441,081 "," 229,776 "," 1,500,694 ", 1 , - 
33,10330,0125385,1369,D,"Imagine Schools, Riverside County",CO OFFICE, - , - ," 19,603,501 ", - , - , - , - , - , - , - ," 111,621 ", - ," 2,480,707 ", - , - , - ," 215,004 ", - , - , - , - , - , - , - ," 22,410,833 "," 270,192 "," 19,873,693 ", 1 , - 
33,10330,0128397,1568,L,CBK Charter,CO OFFICE, - , - ," 8,377,768 ", - , - , - , - , - , - , - ," 51,779 ", - , - , - , - , - ," 93,154 ", - , - , - , - , - , - ," (106,972)"," 8,415,729 "," 123,658 "," 8,501,426 ", 1 , - 
33,10330,0128777,1602,D,Gateway College and Career Academy,CO OFFICE, - , - ," 4,292,437 ", - , - , - , - , - , - , - ," 23,701 ", - , - , - , - , - ," 51,674 ", - , - , - , - , - , - ," (37,838)"," 4,329,974 "," 57,370 "," 4,349,807 ", 1 , - 
33,10330,0136168,1873,D,Temecula International Academy,UNIFIED, - , - ," 1,936,229 ", - , - , - , - , - , - , - ," 22,231 ", - ," 68,647 ", - , - , - ," 33,178 ", - , - , - , - , - , - ," (62,335)"," 1,997,950 "," 53,812 "," 1,990,041 ", 1 , - 
33,10330,0137836,1984,D,Pivot Charter School Riverside,UNIFIED, - , - ," 1,623,948 ", - , - , - , - , - , - , - ," 13,000 ", - , - , - , - , - ," 24,476 ", - , - , - , - , - , - ," (27,443)"," 1,633,981 "," 31,468 "," 1,655,416 ", 1 , - 
33,10330,0137851,1988,D,Julia Lee Performing Arts Academy,UNIFIED, - , - ," 4,169,424 ", - , - , - , - , - , - , - ," 34,159 ", - ," 330,409 ", - , - , - ," 66,013 ", - , - , - , - , - , - ," (67,369)"," 4,532,636 "," 82,686 "," 4,252,110 ", 1 , - 
