,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Code,District Code,School Code,Charter Number,Charter Fund Type,Local Educational Agency,District Type,"County Office of Education LCFF State Aid 
(0000-8011)
A-1","School District LCFF State Aid
 (0000-8011)
A-2","Charter School LCFF State Aid
 (0000-8011)
A-3","School District Basic Aid ""Choice""
 (0000-8011)
A-4","School District Basic Aid Court-Ordered Voluntary Pupil Transfer 
(0000-8011)
A-5","School District Basic Aid Open Enrollment 
(0000-8011)
A-6","School District Basic Aid Supplement Charter School Adjustment 
(0000-8011)
A-7","Adults in Correctional Facilities 
(6015-8311)
A-8","Special Education 
AB 602
(6500-8311)
A-9","Special Education
Infants 0-2 
(6510-8311)
A-10","Special Education
Mental Health Services
(6546-8590)
A-11","Special Education
Early Intervention Preschool Grant
(6547-8590)
A-12","Expanded Learning Opportunities Program
(2600-8590)
A-13","Transfer of Funds for County Served District Funded ADA
(0000-7142 for districts and 0000-8710 for COEs)
A-14","Other State Aid (Ch.44/2021, Ch.48/2023, and 38/2024) (7810-8590)
A-15","Home-to-School Transportation Reimbursement
(0000-8590)
A-16","Proposition 28: Arts and Music In Schools (6770-8590)
A-17","LCFF Equity Multiplier (7399-8590)
A-18","Student Support and Enrichment Block Grant (6018-8590) 
A-19","New or Expanding Charter Advance Payments 
(0000-8011)
A-20","School District Advance Payments of In-lieu of Property Tax Transfers for New or Expanding Charter Schools 
(0000-8011)
A-21","Amount Charter Overpaid
A-22","PY Amount Charter Overpaid
A-23","Adjustments and PY Recomputations
A-24","Total Principal Apportionment
(Sum of A-1 through A-24)
B-1","EPA Entitlement
(1400-8012)
C-1","Total of LCFF State Aid and EPA Entitlement
(A-1 + A-2 + A-3 + C-1)
D-1",Payment Type,Notes
33,10330,0137869,1993,D,Excelsior Charter School Corona-Norco,UNIFIED, - , - ," 1,322,208 ", - , - , - , - , - , - , - ," 11,110 ", - , - , - , - , - ," 18,418 ", - , - , - , - , - , - ," (27,414)"," 1,324,322 "," 26,892 "," 1,349,100 ", 1 , - 
33,10330,0138024,1974,D,Journey,UNIFIED, - , - ," 6,636,671 ", - , - , - , - , - , - , - ," 42,578 ", - ," 1,041,278 ", - , - , - ," 86,968 ", - , - , - , - , - , - ," (60,125)"," 7,747,370 "," 103,066 "," 6,739,737 ", 1 , - 
33,10330,0138602,2018,D,JCS - Pine Hills,CO OFFICE, - , - ," 8,745,423 ", - , - , - , - , - , - , - ," 60,065 ", - , - , - , - , - ," 102,633 ", - , - , - , - , - , - , (25)," 8,908,096 "," 145,394 "," 8,890,817 ", 1 , - 
33,10330,0139428,2058,D,Garvey/Allen Visual & Performing Arts Academy for STEM,UNIFIED, - , - ," 2,460,435 ", - , - , - , - , - , - , - ," 15,830 ", - ," 133,626 ", - , - , - ," 31,787 ", - , - ," (233,849)", - , - , - ," (22,801)"," 2,385,028 "," 38,318 "," 2,498,753 ", 1 , - 
33,10330,0140780,2118,D,Audeo Valley Charter,UNIFIED, - , - ," 2,902,048 ", - , - , - , - , - , - , - ," 20,511 ", - , - , - , - , - ," 38,803 ", - , - , - , - , - , - ," (35,979)"," 2,925,383 "," 576,565 "," 3,478,613 ", 1 , - 
33,66977,0000000,N/A,N/A,Alvord Unified,UNIFIED, - ," 189,534,018 ", - , - , - , - , - , - , - , - ," 1,273,053 "," 910,787 "," 19,093,168 "," (1,920,527)", - ," 1,478,813 "," 2,847,388 "," 360,596 ", - , - , - , - , - ," (10,005,797)"," 203,571,499 "," 32,267,155 "," 221,801,173 ", 1 , - 
33,66985,0000000,N/A,N/A,Banning Unified,UNIFIED, - ," 46,892,714 ", - , - , - , - , - , - , - , - ," 321,859 "," 150,900 "," 5,426,972 "," (40,256)", - ," 391,910 "," 752,408 "," 234,763 ", - , - , - , - , - ," (3,098,648)"," 51,032,622 "," 8,052,399 "," 54,945,113 ", 1 , - 
33,66993,0000000,N/A,N/A,Beaumont Unified,UNIFIED, - ," 114,950,738 ", - , - , - , - , - , - , - , - ," 960,850 "," 846,116 "," 6,241,595 "," (372,734)", - ," 1,054,926 "," 1,922,813 "," 706,167 ", - , - , - , - , - ," (2,398,212)"," 123,912,259 "," 23,421,759 "," 138,372,497 ", 1 , - 
33,66993,0127142,1493,D,Highland Academy,UNIFIED, - , - ," 2,916,976 ", - , - , - , - , - , - , - ," 25,953 ", - ," 110,989 ", - , - , - ," 44,790 ", - , - , - , - , - , - ," (40,217)"," 3,058,491 "," 62,822 "," 2,979,798 ", 1 , - 
33,66993,0139360,2049,D,Mission Vista Academy,UNIFIED, - , - ," 66,187,052 ", - , - , - , - , - , - , - ," 550,186 ", - , - , - , - , - ," 793,445 ", - , - , - , - , - , - ," (708,216)"," 66,822,467 "," 1,331,792 "," 67,518,844 ", 1 , - 
33,67033,0000000,N/A,N/A,Corona-Norco Unified,UNIFIED, - ," 443,218,491 ", - , - , - , - , - , - ," 45,977,084 ", - ," 3,886,660 "," 2,446,729 "," 26,389,024 "," (472,189)", - ," 8,243,449 "," 8,074,153 "," 1,806,736 ", - , - , - , - , - ," (21,087,004)"," 518,483,133 "," 96,837,737 "," 540,056,228 ", 1 , - 
33,67041,0000000,N/A,N/A,Desert Center Unified,UNIFIED, - ," 120,493 ", - , - , - , - , - , - , - , - ," 1,901 ", - ," 50,000 ", - , - ," 37,861 "," 4,080 "," 50,535 ", - , - , - , - , - , - ," 264,870 "," 4,602 "," 125,095 ", 1 , - 
33,67058,0000000,N/A,N/A,Desert Sands Unified,UNIFIED, - ," 225,071,047 ", - , - , - , - , - , - , - , - ," 1,810,404 "," 1,099,411 "," 23,638,889 "," (92,183)", - ," 3,962,689 "," 3,960,949 "," 1,486,520 ", - , - , - , - , - ," (32,057,391)"," 228,880,335 "," 45,027,723 "," 270,098,770 ", 1 , - 
33,67058,6031959,0052,L,George Washington Charter,UNIFIED, - , - ," 5,024,517 ", - , - , - , - , - , - , - ," 59,066 ", - ," 583,018 ", - , - , - ," 109,458 ", - , - , - , - , - , - ," (154,361)"," 5,621,698 "," 1,397,905 "," 6,422,422 ", 1 , - 
33,67058,6031991,0974,L,Palm Desert Charter Middle,UNIFIED, - , - ," 8,805,126 ", - , - , - , - , - , - , - ," 102,058 ", - ," 424,255 ", - , - , - ," 213,127 ", - , - , - , - , - , - ," (280,236)"," 9,264,330 "," 2,451,057 "," 11,256,183 ", 1 , - 
33,67082,0000000,N/A,N/A,Hemet Unified,UNIFIED, - ," 231,342,531 ", - , - , - , - , - , - , - , - ," 1,662,652 "," 1,336,539 "," 25,811,475 "," (252,172)", - ," 2,887,556 "," 3,828,288 "," 2,849,083 ", - , - , - , - , - ," (6,202,077)"," 263,263,875 "," 41,285,186 "," 272,627,717 ", 1 , - 
33,67082,0120675,1144,L,Western Center Academy,UNIFIED, - , - ," 6,498,206 ", - , - , - , - , - , - , - ," 60,888 ", - ," 110,597 ", - , - , - ," 113,094 ", - , - , - , - , - , - ," (101,507)"," 6,681,278 "," 1,485,409 "," 7,983,615 ", 1 , - 
33,67090,0000000,N/A,N/A,Jurupa Unified,UNIFIED, - ," 199,363,475 ", - , - , - , - , - , - , - , - ," 1,364,900 "," 889,230 "," 20,273,348 "," (1,652,764)", - ," 2,680,287 "," 2,984,637 "," 393,463 ", - , - , - , - , - ," (18,022,266)"," 208,274,310 "," 34,609,998 "," 233,973,473 ", 1 , - 
33,67116,0000000,N/A,N/A,Menifee Union Elementary,ELEMENTARY, - ," 106,858,722 ", - , - , - , - , - , - , - , - ," 964,979 "," 1,061,686 "," 9,023,659 "," (183,361)", - ," 1,276,781 "," 1,927,579 "," 284,533 ", - , - , - , - , - ," (4,360,493)"," 116,854,085 "," 22,462,275 "," 129,320,997 ", 1 , - 
33,67116,0109843,0730,D,Santa Rosa Academy,ELEMENTARY, - , - ," 11,767,738 ", - , - , - , - , - , - , - ," 120,904 ", - ," 156,226 ", - , - , - ," 209,087 ", - , - , - , - , - , - ," (223,266)"," 12,030,689 "," 3,043,471 "," 14,811,209 ", 1 , - 
33,67124,0000000,N/A,N/A,Moreno Valley Unified,UNIFIED, - ," 348,125,762 ", - , - , - , - , - , - ," 29,461,903 "," 617,378 "," 2,370,205 "," 1,584,446 "," 33,512,846 "," (196,982)", - ," 5,907,156 "," 5,373,010 "," 1,751,332 ", - , - ," (19,120)", - , - ," (12,019,074)"," 416,468,862 "," 58,577,906 "," 406,703,668 ", 1 , - 
33,67157,0000000,N/A,N/A,Nuview Union,ELEMENTARY, - ," 17,291,121 ", - , - , - , - , - , - , - , - ," 120,446 "," 113,175 "," 2,560,400 "," (246,748)", - ," 539,142 "," 275,660 ", - , - , - , - , - , - ," (667,024)"," 19,986,172 "," 2,846,610 "," 20,137,731 ", 1 , - 
33,67157,3331014,0368,L,Nuview Bridge Early College High,ELEMENTARY, - , - ," 7,914,071 ", - , - , - , - , - , - , - ," 52,199 ", - , - , - , - , - ," 113,114 ", - , - , - , - , - , - ," (80,010)"," 7,999,374 "," 1,489,033 "," 9,403,104 ", 1 , - 
33,67173,0000000,N/A,N/A,Palm Springs Unified,UNIFIED, - ," 206,707,523 ", - , - , - , - , - , - , - , - ," 1,452,787 "," 1,099,411 "," 24,339,803 "," (138,017)", - ," 2,311,477 "," 3,505,777 "," 1,576,668 ", - , - , - , - , - ," (19,419,887)"," 221,435,542 "," 37,063,489 "," 243,771,012 ", 1 , - 
33,67173,6032411,1173,L,Cielo Vista Charter,UNIFIED, - , - ," 8,008,439 ", - , - , - , - , - , - , - ," 65,320 ", - ," 1,561,431 ", - , - , - ," 148,834 ", - , - , - , - , - , - ," (159,570)"," 9,624,454 "," 1,547,862 "," 9,556,301 ", 1 , - 
33,67181,0000000,N/A,N/A,Palo Verde Unified,UNIFIED, - ," 27,487,224 ", - , - , - , - , - , - , - ," 151,487 "," 195,928 "," 177,846 "," 2,887,640 "," (66,524)", - ," 558,310 "," 455,834 "," 130,528 ", - , - , - , - , - ," (1,280,101)"," 30,698,172 "," 5,047,808 "," 32,535,032 ", 1 , - 
33,67181,0138610,2019,D,Scale Leadership Academy - East,UNIFIED, - , - ," 12,934,436 ", - , - , - , - , - , - , - ," 106,502 ", - , - , - , - , - ," 162,719 ", - , - , - , - , - , - ," (213,392)"," 12,990,265 "," 257,800 "," 13,192,236 ", 1 , - 
33,67199,0000000,N/A,N/A,Perris Elementary,ELEMENTARY, - ," 52,385,303 ", - , - , - , - , - , - , - , - ," 353,326 "," 468,867 "," 10,661,642 "," (1,250,275)", - ," 503,241 "," 822,750 ", - , - , - , - , - , - ," (1,864,475)"," 62,080,379 "," 8,477,553 "," 60,862,856 ", 1 , - 
33,67199,6105571,1294,L,Innovative Horizons Charter,ELEMENTARY, - , - ," 9,723,746 ", - , - , - , - , - , - , - ," 69,185 ", - ," 1,563,702 ", - , - , - ," 158,775 ", - , - , - , - , - , - ," (117,834)"," 11,397,574 "," 1,654,998 "," 11,378,744 ", 1 , - 
33,67207,0000000,N/A,N/A,Perris Union High,HIGH, - ," 91,771,030 ", - , - , - , - , - , - , - , - ," 809,444 ", - , - ," (809,522)", - ," 1,795,924 "," 1,757,206 "," 759,693 ", - , - , - , - , - ," (6,016,467)"," 90,067,308 "," 22,955,128 "," 114,726,158 ", 2 , - 
33,67207,0101170,0529,L,California Military Institute,HIGH, - , - ," 9,725,552 ", - , - , - , - , - , - , - ," 81,035 ", - ," 284,153 ", - , - , - ," 179,577 ", - , - , - , - , - , - ," (250,539)"," 10,019,778 "," 2,125,116 "," 11,850,668 ", 2 , - 
33,67215,0000000,N/A,N/A,Riverside Unified,UNIFIED, - ," 360,600,496 ", - , - , - , - , - , - ," 35,375,038 ", - ," 2,957,478 "," 2,150,319 "," 38,140,902 "," (250,224)", - ," 9,331,703 "," 5,568,519 "," 834,817 ", - , - , - , - , - ," (24,242,292)"," 430,466,756 "," 74,126,520 "," 434,727,016 ", 1 , - 
33,67215,0126128,1409,D,REACH Leadership STEAM Academy,UNIFIED, - , - ," 4,586,143 ", - , - , - , - , - , - , - ," 50,093 ", - ," 540,096 ", - , - , - ," 96,334 ", - , - , - , - , - , - ," (122,247)"," 5,150,419 "," 1,180,360 "," 5,766,503 ", 1 , - 
33,67231,0000000,N/A,N/A,Romoland Elementary,ELEMENTARY, - ," 45,899,845 ", - , - , - , - , - , - , - , - ," 373,168 "," 355,692 "," 3,849,661 "," (236,959)", - ," 267,689 "," 761,876 "," 234,763 ", - , - , - , - , - ," (1,701,112)"," 49,804,623 "," 8,757,896 "," 54,657,741 ", 1 , - 
33,67249,0000000,N/A,N/A,San Jacinto Unified,UNIFIED, - ," 118,538,333 ", - , - , - , - , - , - , - , - ," 785,429 "," 684,437 "," 12,345,481 "," (117,444)", - ," 1,340,646 "," 1,689,069 "," 2,399,279 ", - , - , - , - , - ," (2,270,153)"," 135,395,077 "," 19,170,947 "," 137,709,280 ", 1 , - 
33,67249,6114748,0129,D,San Jacinto Valley Academy,UNIFIED, - , - ," 15,797,647 ", - , - , - , - , - , - , - ," 132,097 ", - ," 772,533 ", - , - , - ," 243,847 ", - , - , - , - , - , - ," (165,249)"," 16,780,875 "," 3,258,794 "," 19,056,441 ", 1 , - 
33,73676,0000000,N/A,N/A,Coachella Valley Unified,UNIFIED, - ," 173,922,407 ", - , - , - , - , - , - , - , - ," 1,200,737 "," 803,001 "," 20,267,615 "," (1,047,151)", - ," 5,623,922 "," 2,829,728 "," 331,485 ", - , - , - , - , - ," (13,421,851)"," 190,509,893 "," 30,320,643 "," 204,243,050 ", 1 , - 
33,73676,0121673,1188,D,NOVA Academy - Coachella,UNIFIED, - , - ," 2,794,580 ", - , - , - , - , - , - , - ," 17,927 ", - , - , - , - , - ," 39,692 ", - , - , - , - , - , - ," (31,671)"," 2,820,528 "," 510,480 "," 3,305,060 ", 1 , - 
33,75176,0000000,N/A,N/A,Lake Elsinore Unified,UNIFIED, - ," 191,224,316 ", - , - , - , - , - , - , - , - ," 1,580,651 "," 1,212,586 "," 11,030,734 "," (222,683)", - ," 1,604,753 "," 3,380,111 "," 1,414,212 ", - , - , - , - , - ," (5,732,756)"," 205,491,924 "," 40,133,358 "," 231,357,674 ", 1 , - 
33,75176,0120204,1118,D,Sycamore Academy of Science and Cultural Arts,UNIFIED, - , - ," 3,455,324 ", - , - , - , - , - , - , - ," 38,640 ", - ," 256,639 ", - , - , - ," 69,684 ", - , - , - , - , - , - ," (81,687)"," 3,738,600 "," 915,070 "," 4,370,394 ", 1 , - 
33,75192,0000000,N/A,N/A,Temecula Valley Unified,UNIFIED, - ," 157,119,301 ", - , - , - , - , - , - ," 23,843,163 ", - ," 2,058,037 "," 1,314,982 "," 6,271,712 "," (57,658)", - ," 4,311,930 "," 3,594,301 ", - , - , - , - , - , - ," (7,601,531)"," 190,854,237 "," 50,962,997 "," 208,082,298 ", 1 , - 
33,75192,3330917,0284,D,Temecula Preparatory,UNIFIED, - , - ," 6,006,615 ", - , - , - , - , - , - , - ," 86,496 ", - ," 174,186 ", - , - , - ," 133,697 ", - , - , - , - , - , - ," (261,188)"," 6,139,806 "," 2,176,310 "," 8,182,925 ", 1 , - 
33,75192,6112551,0065,D,Temecula Valley Charter,UNIFIED, - , - ," 3,139,291 ", - , - , - , - , - , - , - ," 46,665 ", - ," 114,594 ", - , - , - ," 65,359 ", - , - , - , - , - , - ," (126,310)"," 3,239,599 "," 1,116,546 "," 4,255,837 ", 1 , - 
33,75200,0000000,N/A,N/A,Murrieta Valley Unified,UNIFIED, - ," 151,410,982 ", - , - , - , - , - , - , - , - ," 1,684,528 "," 1,471,271 "," 7,364,567 "," (55,460)", - ," 3,512,120 "," 3,325,283 ", - , - , - , - , - , - ," (6,529,057)"," 162,184,234 "," 43,300,406 "," 194,711,388 ", 2 , - 
33,75242,0000000,N/A,N/A,Val Verde Unified,UNIFIED, - ," 204,681,227 ", - , - , - , - , - , - ," 193,177,149 ", - ," 1,462,336 "," 689,827 "," 21,740,696 "," (200,942)", - ," 1,008,077 "," 3,372,739 "," 974,736 ", - , - , - , - , - ," (21,816,269)"," 405,089,576 "," 38,065,383 "," 242,746,610 ", 1 , - 
34,10348,0000000,N/A,N/A,Sacramento Co. Office of Education,CO OFFICE," 25,568,068 ", - , - , - , - , - , - , - ," 2,502,844 "," 3,892,603 "," 67,732 ", - , - ," 9,344,651 "," 2,100,000 ", - ," 146,620 "," 1,720,170 "," 444,030 ", - , - , - , - ," 210,108 "," 45,996,826 "," 1,586,623 "," 27,154,691 ", 1 , - 
34,10348,0136275,1313,D,Fortune,CO OFFICE, - , - ," 19,112,979 ", - , - , - , - , - , - , - ," 127,668 ", - ," 2,428,775 ", - , - , - ," 282,252 ", - , - , - , - , - , - ," 2,409 "," 21,954,083 "," 3,013,334 "," 22,126,313 ", 1 , - 
34,10348,0140160,2100,D,American River Collegiate Academy,UNIFIED, - , - ," 1,147,892 ", - , - , - , - , - , - , - ," 10,382 ", - ," 74,194 ", - , - , - ," 14,123 ", - , - , - , - , - , - ," 6,260 "," 1,252,851 "," 25,132 "," 1,173,024 ", 1 , - 
34,10348,0142091,2133,D,Capital College and Career Academy,CO OFFICE, - , - ," 1,512,752 ", - , - , - , - , - , - , - ," 8,244 ", - , - , - , - , - ," 7,503 "," 52,587 ", - ," (364,114)", - , - , - , - ," 1,216,972 "," 19,956 "," 1,532,708 ", 1 , - 
34,67280,0000000,N/A,N/A,Arcohe Union Elementary,ELEMENTARY, - ," 3,261,119 ", - , - , - , - , - , - , - , - ," 43,167 "," 26,946 "," 226,577 ", - , - ," 28,048 "," 64,948 ", - , - , - , - , - , - ," (143,264)"," 3,507,541 "," 1,016,133 "," 4,277,252 ", 1 , - 
34,67314,0000000,N/A,N/A,Elk Grove Unified,UNIFIED, - ," 461,225,536 ", - , - , - , - , - ," 285,787 "," 53,612,355 ", - ," 4,919,833 "," 3,255,120 "," 24,749,202 "," (1,017,241)", - ," 9,914,253 "," 9,151,722 "," 1,571,973 ", - , - , - , - , - ," (4,714,277)"," 562,954,263 "," 124,654,657 "," 585,880,193 ", 1 , - 
34,67314,0111732,0777,D,California Montessori Project - Elk Grove Campus,UNIFIED, - , - ," 3,669,925 ", - , - , - , - , - , - , - ," 45,112 ", - ," 175,880 ", - , - , - ," 69,889 ", - , - , - , - , - , - ," (41,765)"," 3,919,041 "," 1,073,960 "," 4,743,885 ", 1 , - 
34,67314,0137281,1949,D,SAVA - Sacramento Academic and Vocational Academy - EGUSD,UNIFIED, - , - ," 4,082,631 ", - , - , - , - , - , - , - ," 26,906 ", - , - , - , - , - ," 59,254 ", - , - , - , - , - , - ," (29,130)"," 4,139,661 "," 65,130 "," 4,147,761 ", 1 , - 
34,67314,6112254,0027,L,Elk Grove Charter,UNIFIED, - , - ," 1,751,296 ", - , - , - , - , - , - , - ," 17,666 ", - , - , - , - , - ," 41,924 ", - , - , - , - , - , - ," (19,020)"," 1,791,866 "," 498,791 "," 2,250,087 ", 1 , - 
34,67322,0000000,N/A,N/A,Elverta Joint Elementary,ELEMENTARY, - ," 1,445,765 ", - , - , - , - , - , - , - , - ," 16,861 "," 32,336 "," 173,762 "," (53,025)", - , - ," 34,438 ", - , - , - , - , - , - , (813)," 1,649,324 "," 116,418 "," 1,562,183 ", 1 , - 
34,67330,0000000,N/A,N/A,Folsom-Cordova Unified,UNIFIED, - ," 124,996,212 ", - , - , - , - , - , - ," 18,522,175 ", - ," 1,706,448 "," 1,018,572 "," 6,011,441 "," (1,585,133)", - ," 3,209,180 "," 2,866,399 "," 1,063,007 ", - , - , - , - , - ," (2,656,122)"," 155,152,179 "," 41,909,964 "," 166,906,176 ", 1 , - 
34,67330,0106757,0650,L,Folsom Cordova K-8 Community Charter,UNIFIED, - , - ," 796,656 ", - , - , - , - , - , - , - ," 12,076 ", - , - , - , - , - ," 20,017 ", - , - , - , - , - , - ," (21,757)"," 806,992 "," 289,471 "," 1,086,127 ", 1 , - 
34,67330,0142208,2137,D,New Pacific School - Rancho Cordova,UNIFIED, - , - ," 1,228,390 ", - , - , - , - , - , - , - ," 12,587 ", - ," 83,794 ", - , - , - ," 14,260 ", - , - , - , - , - , - ," (12,801)"," 1,326,230 "," 30,468 "," 1,258,858 ", 1 , - 
34,67348,0000000,N/A,N/A,Galt Joint Union Elementary,ELEMENTARY, - ," 26,976,879 ", - , - , - , - , - , - , - , - ," 269,152 "," 301,799 "," 2,393,688 "," (109,394)", - ," 425,639 "," 544,400 ", - , - , - , - , - , - ," (1,324,405)"," 29,477,758 "," 6,324,502 "," 33,301,381 ", 1 , - 
34,67355,0000000,N/A,N/A,Galt Joint Union High,HIGH, - ," 14,516,162 ", - , - , - , - , - , - , - , - ," 150,325 ", - , - ," (1,188,207)", - ," 442,910 "," 287,628 "," 117,382 ", - , - , - , - , - ," (234,353)"," 14,091,847 "," 4,697,415 "," 19,213,577 ", 1 , - 
34,67413,0000000,N/A,N/A,River Delta Joint Unified,UNIFIED, - ," 11,217,013 ", - , - , - , - , - , - , - , - ," 130,433 "," 97,007 "," 831,445 "," (53,749)", - , - ," 292,626 "," 151,605 ", - , - , - , - , - ," (55,477)"," 12,610,903 "," 325,348 "," 11,542,361 ", 1 , - 
34,67413,0114660,0853,D,Delta Elementary Charter,UNIFIED, - , - ," 1,040,834 ", - , - , - , - , - , - , - ," 24,704 ", - ," 161,526 ", - , - , - ," 45,071 ", - , - , - , - , - , - ," (34,953)"," 1,237,182 "," 59,798 "," 1,100,632 ", 1 , - 
34,67421,0000000,N/A,N/A,Robla Elementary,ELEMENTARY, - ," 18,131,970 ", - , - , - , - , - , - , - , - ," 147,221 "," 177,846 "," 4,436,104 "," (97,284)", - ," 305,925 "," 360,125 ", - , - , - , - , - , - ," 546,013 "," 24,007,920 "," 3,512,894 "," 21,644,864 ", 1 , - 
34,67421,0132019,1727,D,Paseo Grande Charter School,ELEMENTARY, - , - ," 2,201,277 ", - , - , - , - , - , - , - ," 13,846 ", - , - , - , - , - ," 15,142 ", - , - , - , - , - , - ," 39,630 "," 2,269,895 "," 33,516 "," 2,234,793 ", 1 , - 
34,67421,0137950,1970,D,Marconi Learning Academy,ELEMENTARY, - , - ," 6,390,592 ", - , - , - , - , - , - , - ," 36,610 ", - , - , - , - , - ," 71,552 ", - , - , - , - , - , - ," 162,774 "," 6,661,528 "," 88,618 "," 6,479,210 ", 1 , - 
34,67421,0140178,2092,D,New Hope Charter,ELEMENTARY, - , - ," 1,734,216 ", - , - , - , - , - , - , - ," 12,566 ", - , - , - , - , - ," 27,375 ", - , - , - , - , - , - ," 58,006 "," 1,832,163 "," 30,418 "," 1,764,634 ", 1 , - 
34,67439,0000000,N/A,N/A,Sacramento City Unified,UNIFIED, - ," 287,709,317 ", - , - , - , - , - , - ," 31,349,086 ", - ," 2,777,581 "," 2,268,883 "," 20,049,402 "," (1,103,284)", - ," 4,186,672 "," 5,925,451 "," 3,382,292 ", - , - , - , - , - ," (4,181,347)"," 352,364,053 "," 69,878,024 "," 357,587,341 ", 1 , - 
34,67439,0101048,0491,D,St. HOPE Public School 7,UNIFIED, - , - ," 3,484,318 ", - , - , - , - , - , - , - ," 34,199 ", - ," 758,043 ", - , - , - ," 87,997 "," 601,932 ", - , - , - , - , - ," (90,058)"," 4,876,431 "," 820,218 "," 4,304,536 ", 1 , - 
34,67439,0101295,0552,D,Sol Aureus College Preparatory,UNIFIED, - , - ," 1,946,938 ", - , - , - , - , - , - , - ," 24,324 ", - ," 224,140 ", - , - , - ," 47,543 ", - , - , - , - , - , - ," (52,237)"," 2,190,708 "," 579,822 "," 2,526,760 ", 1 , - 
34,67439,0101881,0585,L,New Technology High,UNIFIED, - , - ," 1,388,211 ", - , - , - , - , - , - , - ," 11,368 ", - , - , - , - , - ," 24,695 ", - , - , - , - , - , - ," (8,574)"," 1,415,700 "," 324,289 "," 1,712,500 ", 1 , - 
34,67439,0101899,0588,L,George Washington Carver School of Arts and Science,UNIFIED, - , - ," 1,299,920 ", - , - , - , - , - , - , - ," 13,211 ", - , - , - , - , - ," 25,559 ", - , - , - , - , - , - ," (9,512)"," 1,329,178 "," 376,872 "," 1,676,792 ", 1 , - 
34,67439,0101907,0586,L,The MET,UNIFIED, - , - ," 1,407,683 ", - , - , - , - , - , - , - ," 14,181 ", - , - , - , - , - ," 32,010 ", - , - , - , - , - , - ," (12,067)"," 1,441,807 "," 404,519 "," 1,812,202 ", 1 , - 
34,67439,0102038,0596,D,Sacramento Charter High,UNIFIED, - , - ," 3,657,619 ", - , - , - , - , - , - , - ," 30,347 ", - , - , - , - , - ," 57,139 ", - , - , - , - , - , - ," (103,493)"," 3,641,612 "," 865,674 "," 4,523,293 ", 1 , - 
34,67439,0102343,0598,D,Aspire Capitol Heights Academy,UNIFIED, - , - ," 1,917,345 ", - , - , - , - , - , - , - ," 16,603 ", - ," 333,176 ", - , - , - ," 36,723 "," 236,641 ", - , - , - , - , - ," (11,379)"," 2,529,109 "," 393,345 "," 2,310,690 ", 1 , - 
34,67439,0106898,0640,D,The Language Academy of Sacramento,UNIFIED, - , - ," 4,887,347 ", - , - , - , - , - , - , - ," 48,982 ", - ," 1,005,801 ", - , - , - ," 99,338 ", - , - , - , - , - , - ," (35,624)"," 6,005,844 "," 1,168,046 "," 6,055,393 ", 1 , - 
34,67439,0111757,0775,D,California Montessori Project - Capitol Campus,UNIFIED, - , - ," 2,485,609 ", - , - , - , - , - , - , - ," 32,940 ", - ," 114,102 ", - , - , - ," 44,359 ", - , - , - , - , - , - ," (20,595)"," 2,656,415 "," 782,356 "," 3,267,965 ", 1 , - 
34,67439,0121665,1186,D,Yav Pem Suab Academy - Preparing for the Future Charter,UNIFIED, - , - ," 3,714,105 ", - , - , - , - , - , - , - ," 37,232 ", - ," 503,538 ", - , - , - ," 80,930 ", - , - , - , - , - , - ," (26,368)"," 4,309,437 "," 881,860 "," 4,595,965 ", 1 , - 
34,67439,0123901,1273,D,Capitol Collegiate Academy,UNIFIED, - , - ," 4,069,909 ", - , - , - , - , - , - , - ," 39,608 ", - ," 774,286 ", - , - , - ," 76,581 ", - , - , - , - , - , - ," (24,530)"," 4,935,854 "," 933,300 "," 5,003,209 ", 1 , - 
34,67439,0131136,1690,L,New Joseph Bonnheim (NJB) Community Charter,UNIFIED, - , - ," 2,744,793 ", - , - , - , - , - , - , - ," 21,839 ", - ," 572,136 ", - , - , - ," 42,786 ", - , - , - , - , - , - ," (13,506)"," 3,368,048 "," 52,864 "," 2,797,657 ", 1 , - 
34,67439,0135343,1848,D,Growth Public,UNIFIED, - , - ," 2,669,618 ", - , - , - , - , - , - , - ," 23,254 ", - ," 245,499 ", - , - , - ," 42,750 ", - , - , - , - , - , - ," (15,331)"," 2,965,790 "," 56,290 "," 2,725,908 ", 1 , - 
34,67439,0137406,1948,D,SAVA - Sacramento Academic and Vocational Academy - SCUSD,UNIFIED, - , - ," 8,522,276 ", - , - , - , - , - , - , - ," 51,055 ", - , - , - , - , - ," 120,106 ", - , - , - , - , - , - ," (39,340)"," 8,654,097 "," 123,584 "," 8,645,860 ", 1 , - 
34,67439,6033799,0018,L,Bowling Green Elementary,UNIFIED, - , - ," 5,408,082 ", - , - , - , - , - , - , - ," 52,915 ", - ," 1,682,233 ", - , - , - ," 121,723 ", - , - , - , - , - , - ," (40,040)"," 7,224,913 "," 1,254,680 "," 6,662,762 ", 1 , - 
